Horodateur,Âge,Genre,Quel est votre code postal ?,Occupation,Faites vous du vélo ?,Pour quels motifs ?,Possédez vous votre vélo ?,Quel type de vélo utilisez vous ?,Quel est votre type de vélo ?,1. Comment noteriez vous cette route ?,2. Comment noteriez vous cette route ?,3. Comment noteriez vous cette route ?,4. Comment noteriez vous cette route ?,5. Comment noteriez vous cette route ?,6. Comment noteriez vous cette route ?,7. Comment noteriez vous cette route ?,8. Comment noteriez vous cette route ?,9. Comment noteriez vous cette route ?,10. Comment noteriez vous cette route ?,11. Comment noteriez vous cette route ?,12. Comment noteriez vous cette route ?,13. Comment noteriez vous cette route ?,14. Comment noteriez vous cette route ?,15. Comment noteriez vous cette route ?,16. Comment noteriez vous cette route ?,17. Comment noteriez vous cette route ?,1 [Plus important],1 [Moins important],2 [Plus important],2 [Moins important],3 [Plus important],3 [Moins important],4 [Plus important],4 [Moins important],5 [Plus important],5 [Moins important],6 [Plus important],6 [Moins important],7 [Plus important],7 [Moins important],8 [Plus important],8 [Moins important],9 [Plus important],9 [Moins important],10 [Plus important],10 [Moins important],Avez vous des remarques concernant les aménagements cyclables et sur votre pratique (ou non) du vélo en ville ? (que changeriez vous et pourquoi ? avez vous déjà été impliqué dans des situation dangereuses ?)
17/07/2025 11:22:51,18 à 24 ans,Femme,69100,Étudiant·e·s,Tous les jours ou presque,Domicile - Travail,Oui,"Vélo personnel musculaire, Vélo en libre service électrique",Vélo de Route,5,4,4,4,3,3,3,4,4,3,4,2,3,3,3,2,5,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Entre Villeurbanne et Vaulx en Velin, l'utilisation de voie bus surélevée et l'absence de piste cyclable rendent les trajets dangereux et stressants pour les usagés. Pour libéré la route et ne pas déranger j'ai voulue me mettre sur la voie bus et je suis tombée. Il y a aussi des passages où la piste cyclable passe de droite à gauche sans indication. Si on ne connaît pas la route on se retrouve vite sur le pont où les voitures roulent plutôt vite sans moyen de se mettre en sécurité. "
17/07/2025 11:23:28,18 à 24 ans,Homme,69260,Étudiant·e·s,Tous les jours ou presque,Domicile - Travail,Oui,Vélo personnel musculaire,VTT,5,3,2,1,4,4,1,2,4,3,3,5,5,4,1,1,4,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,Le mieux c'est des pistes cyclables avec une démarcation claire des voies de voiture. les doubles sens cyclables sont catastrophiques (comme tous les aménagements qui ont pour but de juste mettre des vélos mais qui sont dangereux)
17/07/2025 11:23:57,18 à 24 ans,Homme,69100,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir, tous mes déplacements à moins de 45 min à vélo de mon domicile (max 1 heure)",Oui,"Vélo personnel musculaire, Vélo en libre service musculaire",Vélo de Route,4,3,5,3,3,5,5,4,4,4,4,5,5,5,3,5,4,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La pente de la route,Le nombre de voies de voitures,"la VL1 le long du rhone reste dangereuse du fait du nombres d'usagers pietons et velos, de même pour la piste partagée sur les berges du rhone, sinon en dehors de lyon (villeurbanne et vev que je fréquente surtout) il faudrait évidemment refaire les routes ou alors investir dans un VTT limite"
17/07/2025 11:24:14,18 à 24 ans,Femme,33000,Étudiant·e·s,Une ou plusieurs fois par mois,Loisir,Non,"Vélo en libre service musculaire, Vélo en libre service électrique",Vélo de Route,4,5,2,2,5,4,1,2,3,3,4,1,3,3,2,1,4,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),Le nombre de voies de voitures,La pente de la route,
17/07/2025 11:25:32,18 à 24 ans,Homme,69120,Étudiant·e·s,Une ou plusieurs fois par semaine,Loisir,Oui,"Vélo personnel musculaire, Vélo en libre service musculaire",VTT,4,5,3,2,4,5,2,3,4,3,4,1,2,2,2,2,5,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La pente de la route,
17/07/2025 11:27:33,18 à 24 ans,Homme,69100,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,Vélo de Route,5,3,2,2,4,3,1,1,5,1,5,1,1,1,1,1,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Refaire les routes à Villeurbanne (je n'ai pas d'amortisseurs, ni des sous pour m'acheter un VTT)"
17/07/2025 11:29:12,18 à 24 ans,Femme,69150,Étudiant·e·s,Jamais,,Non,Je ne fais pas de vélo,,4,4,2,2,3,5,2,2,3,2,4,1,2,1,3,3,4,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
17/07/2025 11:29:51,18 à 24 ans,Femme,62120,Étudiant·e·s,Une ou plusieurs fois par mois,Loisir,Non,Vélo en libre service musculaire,"Vélo de ville (type Hollandais), Velov, FreeVelov",4,4,3,2,4,4,2,3,3,3,5,2,3,2,3,1,4,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 11:32:44,18 à 24 ans,Femme,44400,Étudiant·e·s,Une ou plusieurs fois par semaine,Loisir,Oui,Vélo personnel musculaire,VTT,5,5,3,2,5,4,2,3,4,4,5,1,4,4,3,1,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Ce qui importe le plus est quasi systématiquement si on a la place de circuler à vélo, et que les voitures aient la place de doubler, que l'environnement ne soit pas étroit, etc."
17/07/2025 11:34:16,18 à 24 ans,Homme,69100,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,"Vélo personnel musculaire, Vélo en libre service musculaire",Vélo de Route,5,3,2,1,5,4,1,2,5,2,5,4,4,1,1,4,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 11:36:08,18 à 24 ans,Homme,69006,Étudiant·e·s,Une ou plusieurs fois par mois,"Domicile - Travail, Loisir",Non,"Vélo en libre service musculaire, Vélo en libre service électrique",,5,5,1,2,4,4,3,2,4,2,5,1,2,2,2,3,5,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,L'environement (présence de verdure...),La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 11:36:30,18 à 24 ans,Homme,75019,Étudiant·e·s,Une ou plusieurs fois par mois,Loisir,Non,Vélo en libre service musculaire,,5,5,4,3,5,5,3,4,5,4,4,2,4,3,2,1,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 11:37:41,18 à 24 ans,Femme,69120,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,Vélo de Route,4,4,3,2,3,5,3,3,3,3,4,4,3,3,3,3,5,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Ce n’est vraiment pas pratique les pistes cyclables avec une bordure qui sépare de la route, surtout celles à sens unique car quand il y a des branches ou gens à contre sens ça crée plus d’insécurité "
17/07/2025 11:37:42,18 à 24 ans,Femme,69120,Étudiant·e·s,Jamais,,Non,Je ne fais pas de vélo,,4,1,3,3,4,2,3,3,4,3,5,2,1,2,3,1,5,La pente de la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La pente de la route,Le nombre de voies de voitures,"Peur bleue des voies où il n'y a pas séparation APPLIQUEE entre les vélos et les piétons, surtout dans les zones passantes (si il y a séparation par marquage mais qu'elle n'est pas respectée ça compte pas comme une séparation selon moi) "
